0,5.0746e-05,0.0045117,0.00046875,0.00013367,0.0019671,0,0,0.0031547,0,0.021601,0.00090851,0,2.6667e-06,0,0.00012351,0.001096,0.00088364,0.00014933,0,7.2e-05,0,0,0.0028906,0,0,0,0.000624,0.00014267,3.7037e-06,0,0,0,0,0.00096893,0.0022733,0.00014133,0,0,0,0,0,0.0025816,0.00188,0,0.00068459,0.0020815,0,0.0001627,0.0010565,0.00045189,0.0009,0,0.00085778,0.0013467,0.0005,4.9401e-05,0,0.00077467,0.00057867,8e-06,0,0,0,0.0020745,0,0.00049067,0,0,0,9.1676e-06,0.00040267,1.3333e-05,0,0,0,0,0,0,0.000428,0,0.0053107,0.0051143,2.4024e-05,0,0,0,0,0.0018024,0,0.0010677,0,0,0,0.054276,0.0017642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7333e-05,0,0,0,0,0,0.00069427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093079,0,0,0,0,0.00017917,0,0,0,0,0.00043899,0,0,0,0,0.013137,0,0,0,1.8667e-05,0,0,0,0.0012114
0,0,0.0089165,0,0.0059102,0.0011781,0.0011437,0.003756,0.0027053,0.00041667,0,0,0.002508,0.001252,0,0.00029167,0,0,0.00068133,0.0023323,0.010223,0.0015413,0.0040667,0.00032227,0.0001791,0.00065104,0.0015635,0.0010333,0.01044,0.0078481,0.00046257,0,0.022707,0.0090307,0.0035059,0.000348,0.007712,0.0021787,0.0012093,0.000156,1.0511e-05,0.0017371,0.00060996,0.000164,0.00099733,0,7.4074e-06,0.0097667,0.00073677,2.6882e-06,0.00020161,0.00045067,0.004284,0,9.2e-05,1.0511e-05,0.0026946,0.0027547,0.0048867,0.0014707,0.012291,0.0083416,0.000684,0.0041391,1.0638e-05,0.00090597,0.0013027,0.0015755,0.0009692,0.0098853,0.0017281,3.0667e-05,0.0035267,0.00013557,0.0024219,0.00084933,4.085e-05,0.0069672,0.0071259,0.001188,0.0038187,2.2193e-05,1.1908e-05,0.00033934,0.0057973,0.0010307,0.00116,0.00096879,0.018741,0.003197,4.8828e-05,0.0066865,0.0089551,0.00059467,0.021209,0.0005712,0.0016453,0.00085067,0.0054427,7.0481e-05,0.008068,0.00030267,0,0.0025907,0,0.0052133,0,0,0.00046502,0.0050785,0,0.000952,0.0021928,0.0054773,0.00026862,0.00039067,0,0.00142,1.8667e-05,0.0024271,0,0,0,0,0,4.1962e-05,0.00021362,0,0.0085335,0,0,0,0,0,0,0,0,0,1.1444e-05,0,1.8315e-05,0.0029396,0,0,0.020416,0.00053733,6.5141e-05,0.0014634,0,0.00018004,0,8.8e-05,9.0909e-06,0,0.00019432,0.00012667,0.0096095,0.00025627,0.00015522,0.0030151
0,0,0.00094038,0,0.00030204,0,1.5291e-06,0,0,0,0,0,0,0,0,0,0,0,0,7.485e-06,9.7333e-05,0.000308,0.00018519,0,0,0.0011165,7.9365e-06,0,0,0,0,7.6e-05,0,4.4e-05,0,0,0,0,0.00046,1.8667e-05,9.9099e-05,0,0,2.9333e-05,4e-06,0.0015247,0,0.00081111,0,0,0.002694,0,0,0,2.6667e-05,0,0.00017515,0,0,1.2e-05,0,0,0.000228,0,0,0.00029403,5.3333e-06,0,3.6232e-06,0,0.00050422,0,0.00097733,0,0,0,0,0,0,0,1.3333e-06,0,0,0,0,0,1.3333e-06,0.00033569,3.5928e-05,1.5576e-05,0.00041016,2.0161e-06,0,0,0,0,0,0,0,0.00067579,0,0,0,0.0019853,0.00061867,0.00010667,0,0,0.0032037,0.0022295,0.0022507,0.0012867,8.8855e-05,0.00027733,0.00051862,2.2667e-05,8e-05,0.0005,1.3333e-06,0.0015745,0,0,0.0051346,0.001613,2.2888e-05,0.00046921,0.0026894,0.012779,0,0.0027924,0.0026588,0.0042648,0.0058327,0.0036659,0.002552,0.00050472,0,0.0096444,0.0031242,0.014389,0,0,0,0,0,0,0,5.58e-05,0,0,0,0,0,0,0,0.00016,0.0010712,0,0,7.8859e-05
0,0,0,0,0,0,0,0,0.00022267,0,0,0,0.0028907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5333e-05,5.3333e-06,0.022383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9531e-05,0.00024496,2.2455e-05,0,0,0,0,0,0,0.0013391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.9388e-05,0.0028862,0,0,0,0,0.0011347,0,6.6667e-05,0,0,0.00082738,8.2667e-05,0,0,0,1.0667e-05,0,0,0.0028353,0.00032985,0,0,0.004592,5.3333e-06,0.00030741,0,0,0,0.00014133,0.00073669,0,1.3333e-06,8.9333e-05,0,0,0.0040631,0.00063714,0.00031982,0,0.00089333,0.0006468,4.4444e-05,0.00011111,0.012794,0.0021156,0.0007126,0.0011787,0.000228,0.00013024,2.8e-05,0,3.7425e-05,2.1333e-05,0.002868,0.000676,0.00012133,0,6.6667e-06,8.3534e-06,0,0,0.000368,1.5625e-05,0,0,0,0,0.0099267,2.4876e-06,0,0,0,0.0001,0.00010741,0.00048933,0.00037333,3.2637e-05,0,0.0067538,0.000484,0.00081467,1.0667e-05,0,0.00015569,0,0,0.00012298,0,0,0.00013733,0.0021487,0,0.00014667,3.2552e-06,0,3.4667e-05,0.0025453,0,0,0,0,4.1076e-05,0,0,0.00051428,0,0,0,0,0,0.001704,0,0,0.0017413,0,0.00065231,1.1444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214,0,0,0,0,0,0.00095932,0,0,0,0,0,0,0.00038213,5.3333e-05,0.00076267,0,0,0.0014449,0,0,0,8.9552e-05,0.0012198
0,0,0,7.3703e-05,8.0612e-05,0,0,0,0,0,0.0021173,0,0,0,0,0.00011161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062583,0.00075429,0.0070755,0.0010667,0.022221,0.0094797,0.0011889,0,0.0067553,0.012194,0.014968,0.0098933,0.025309,0.01451,0.00040267,0.0072523,0.00061228,0.0013587,0.0066333,0.0060427,0,0,0,0,0,0,0.002052,0,9.058e-06,0,0,0,0,0,4.8363e-05,9.3333e-06,0,0,0,0,0,0,0,0,0,0.00068933,0,0,2.994e-06,0,0,0,5.988e-06,0,7.6e-05,0.00033386,0.00016533,0,0,0,0,0,3.1519e-05,0,0,0,0.0001983,3.7333e-05,8.4362e-05,0,0,2.6667e-06,0,0,0,0,0,0,0.0025627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5251e-06,0,0,0,0,0,0,0,0,0.013071,0,0,0,0,0,0,0.0039955,0.00018624
0,0.0024657,0.0026117,0.0067866,0.0045949,0.0013533,3.3639e-05,0,0.0037853,0,0.047057,0.002817,0.002792,0.0044827,0.0025022,0.009378,0.006596,0.0024436,0.00074933,0,0.0036507,0.00017733,0.00025185,0.0017188,0,0,0.00024206,0.00033467,0.000172,0,0,0.00017333,0,0,0.0028861,0.00034,0.00012133,0.0018053,0,0,0.0053754,0,0.00025717,4.9333e-05,0,0.0013052,0,0,0.0034431,0.00021909,0.00021204,0.00079733,0,0.0029311,0.00010667,0.0010015,2.994e-05,0.000748,0.00095867,0.00084133,0,0.00017828,0,7.1004e-05,2.4823e-05,0.00017015,0,0,0,0,0.00025211,0.0044267,0.00052133,0.00029104,0.00013393,0.00028133,0,0,0,0,0.0031387,0.0062089,0.0006311,0.00018018,0,0.0029413,0.00061867,8.8339e-06,0.00099551,0,0.00036458,1.9153e-05,0.00078144,0.0035467,0.016556,0.0022563,0.007684,0,0.0021094,2.4876e-05,0,0,0,0,0,0,0.00021813,0,0,0,0,1.3333e-06,0,0,0,0.0037747,0,0,0.000492,0,0.058308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088196,0,0,0,0,0,0.00010181,0,0,0,0,0,0,3.6743e-06,0,0,0,0,1.6608e-06,0,0.00017771,0,0,0.0041913
0,0,0,0,0,0.0010195,0,2.1333e-05,0,0,0,0,0.00041867,0,0.0020767,8.0357e-05,0.013787,0,0.00017867,0,0,0,6.2963e-05,1.9531e-05,0.00047313,2.2786e-05,1.5873e-05,0.00015867,1.3333e-06,0,0.00019012,0,3.7037e-06,0.0034293,0,0,0,0,0,4.8e-05,0.0018619,0,0,0,0,0,0,0,0,4.3011e-05,0.00010776,0,1.3333e-06,0,0,0,6.1377e-05,0.0024813,0.00018667,1.3333e-06,0.006896,0,1.0667e-05,0.00046779,1.4184e-05,0,5.6e-05,0,0.0005942,0,0,0,4e-06,7.4627e-05,5.9524e-05,2.6667e-06,0,0.00036866,0,0.001496,0,0,0,0.00027027,0.00023467,2.6667e-05,0,0.00034158,3.4431e-05,0,6.5104e-05,0.0001119,0.0037275,0,0,0,6.6667e-06,0,0,0.0020025,0,1.3333e-06,0,0,0,0,0,1.6e-05,0,0.00013441,0,0,0,0,2.6596e-06,0.00029733,0,0,0,0,4.5776e-05,0,0.00018692,0.00078107,0,0,0,0,0.01997,0,0,0,0,0.010342,0,0,1.9073e-05,0,0.0077553,0,0,0,0,0,9.8619e-06,0,1.4161e-06,1.8e-06,0,0.015884,0,0,0.0012242,0,0,0.000532,0,2.7263e-06,0,0
0.006431,0.0026328,0.0011733,0,0.0034327,6.7365e-05,0.00053058,0.00646,0.000208,2.7083e-05,0.00026133,0.0003982,9.0667e-05,0,0,0,8e-06,0,0,0.002015,0.003508,0.00074933,0.0016667,0.00041016,0.0004791,0.0010417,0.0016111,0.00035467,0.0009,0.006437,0.0017126,0.0038,0.0023148,0.00025067,0.0033743,1.3333e-05,0.001604,2.9333e-05,0.0062787,0.0029307,0,0.00019714,0,3.0667e-05,0.0030187,0,1.4815e-05,0.00016296,0.00029894,0,0.00055965,2.6667e-06,0.0027827,0,0.0015573,3.003e-06,0.0023668,3.6e-05,0.00045333,0.0042293,0.00069867,3.3167e-05,2.6667e-05,0.00020048,0,0.00057761,0.0013427,0.0013047,0.0031087,0.002772,0.0042538,0,0.0022147,0.00023756,0.00034226,0.0011307,0.0033292,0,7.4074e-06,1.3333e-06,7.2e-05,0,1.7861e-05,9.009e-06,0.004284,1.0667e-05,0.0091947,0.001864,0.00086377,0.0023676,0.00053385,0.0013377,0.0056856,0.00081067,1.4667e-05,0,0.028597,2.8e-05,0.00046875,0.0001534,0.0069213,0.010627,0,0.0053613,0.00010533,0.017077,0.0010184,0.000408,0.0046049,0.001125,0.017048,0.00061333,0.010864,0.003388,0.00070878,0.00021467,0.0016867,0.007708,0,0.0014574,0,0,3.8147e-06,0.0045537,0,0.025211,0.018024,0.0015068,0,0.0021896,0,0.0005455,0,0,4e-06,0.056739,0,0,0.00066376,0.00045776,0,0.024121,0,6.6138e-05,0.0023077,0,0.014068,0.0016074,0.00046154,0.00023148,4.9333e-05,0,0,1.3298e-05,0,0.0097933,0.0087525,0,0,0.0024094
0,0,0.00055568,0,0,0,6.1162e-05,0,0.001632,0.0017021,0,0,0,0,0,0,0,0,0.000348,0,0,9.3333e-06,4.8148e-05,0,2.2388e-05,0.0023437,0.00023016,0,1.3333e-06,0.00022222,0,0.043876,0.00015185,0,0.001997,6.5333e-05,0.0025307,0.00025467,0,0.00050933,0.00057808,0.0047086,0.00088032,0.000728,0,0.001359,0.0068037,0,6.6138e-06,0,0.00043103,0.0010213,5.3333e-06,0,0.008348,4.3544e-05,0.00067515,0.004268,0.00013333,0.002188,0,0,0,0,0,0.020722,5.6e-05,3.3854e-05,0,0,0.0021131,0,0.00037467,0,0,0,0.00013072,0,0,0.00057067,0,0,0,0,0.013715,0,0.00012133,0,1.7964e-05,0,6.5104e-06,0.000125,0.0013817,0.00024533,0,0.00045253,0,0.018637,0,0.00024461,0,0,0.0036734,0,0,0,0.00091785,0.010185,0.0017284,0,0,0,0,0,0,7.6e-05,0.0011427,0,0,0,0,0,0,0,0.00037384,0.012844,0.00058365,0,0,0,0,0.0017471,0,0,0,0,0,0,0.00020218,0,0.027586,3.5417e-05,0.0084959,0.10146,0.00060815,0.038137,0.030448,0.0004878,0.00064359,7.3486e-06,0.0081173,0,0,0.0044229,0,0.010685,0,0.0016658,0,0.0033876
0.073,0.023801,0.00031631,0,0.0011122,2.2455e-05,0.0049144,0.014768,0.023572,0.052775,0,0.023432,0.0037533,0.0089173,0,0,8.5333e-05,0.0023927,0.001488,0.010897,0.0017373,0.003268,0.00064815,0.015173,0.013707,0.00042969,0.0035595,0.0018693,0.0051413,0.012626,0.049463,0.006596,0.007963,0.00604,0.01222,0.001548,3.3333e-05,0.0099053,0.027085,0.006288,0,0,0.00048467,0.0075453,0.002876,6.686e-05,0.00054074,0.0021407,0.00039947,0,0.00042756,2.6667e-06,0.0057867,5.988e-05,0.0013573,0.0072342,0.00021707,0.002572,0.001064,0.00063333,0.0029507,0.0099171,0.011852,0.013821,0.0064397,0.037587,0.010932,0,0.03317,0.0015627,0.0014897,0,0.0015253,0.0027251,0.00014881,0.066001,0.015192,0.021384,0.022311,0,0,0,0.0019082,0.00051652,0.0065133,0.001872,0.017712,0.0059717,0.0014746,0.015533,0.00013021,0.024024,0.038457,0.00059067,0.000468,0.00035443,0.003528,0.027548,0.0078548,0.0011692,0.048076,0.009372,0,0,2.6667e-05,0.00085333,0.0027224,0.00023333,0,0.00042077,4e-06,7.8667e-05,0.0088163,0.0027773,0.0029402,0.00091067,6.4e-05,8e-05,0.009272,0.032242,0,0,0,0.0056427,0.000103,0.046303,0.00243,0.0069275,0.0021133,0.01384,0.00026703,0.020126,0,0.00021362,0.012389,0.014127,0,0,0.00014877,0.0080338,0.00030932,0.011588,9.7289e-05,0.00246,0.00065746,0.023416,0.0022814,0.0076535,0,1.1023e-05,0.0015147,0,0.0088212,0.017824,0,0.0068307,0.004828,0.020943,0,0.0028926
0,0.00053433,0,3.8325e-05,0.0010755,0,0,0,0.000256,8.3333e-06,0.0074067,0.00065979,0.00033333,0,0.00040327,0.0094122,0.018563,0.00067273,6.2667e-05,0,0.00083867,0,0,0.00020182,9.1045e-05,0,0,0.0036613,0,3.7037e-06,0,0,0,0,0.00015089,2.8e-05,0,0.00091067,0,0,0.0077042,0,0,0,2.6667e-06,0.00038081,0,1.8519e-05,0.010341,6.0484e-05,0.00050403,0.00024933,3.3333e-05,0.0035269,0.000256,0,0,7.6e-05,0.0010147,0.00022133,0.00022,0,1.7333e-05,0,0,0,0.0022067,0,5.4348e-06,0,0,0.00012533,0.0060293,0.00078483,0.00018601,0,0,0.00010896,0,5.3333e-06,0.000644,6.2663e-05,0,0.0014384,5.3333e-05,0.00062133,2.8e-05,0,0,0,0,0.00010585,3.1437e-05,0,0.0019187,0.0048133,0.00065867,0.000912,0,0.00019486,0,0,0,0,0,0,0.012147,0,0,0.00060194,0,0,0,0,0,0.0012413,0,0,0.003328,0,0.00035477,0.0033531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042419,0,0,0,0,0,0.0010634,0,0,0,0,0,0,0.00042989,0,6.4e-05,0,0,0.0028201,0,0,0,0.00022239,0.0048272
0,0.0043896,0.0065207,0.00069281,0.0077837,0.00052844,1.5291e-06,0,0.0054013,0.00025417,0.00019333,0.0012101,0.0043147,0.006076,0.00075255,0.00018899,0.00092267,0.01304,0.002712,1.497e-06,0.003056,0.010928,0,0.0030078,1.4925e-06,0,0.00019841,0.00015333,0.00011067,0,2.8443e-05,7.8667e-05,0,6.5333e-05,0,0.0018,0.001,0.0044427,0,0,0.0012868,0,0,0,0,0.012557,0,3.7037e-05,0.0020225,0,0,2.9333e-05,0,0.00052096,0.00013467,1.3514e-05,0,0.00088,0.00043333,6.5333e-05,8e-06,0.0019942,0,3.3414e-05,0,5.0746e-05,9.3333e-06,0,5.9783e-05,0,0.00023377,0.0033293,0.00060133,0.00018657,1.4881e-05,4e-06,0,0,0,0,0.001748,0.0054243,0.023014,0.0003994,0,0.000404,0.00099733,0.00081861,2.994e-05,0,0.0040072,0.00046875,0.00056287,0.011113,0.000376,0.00063766,0.00031333,0.00046133,0.010381,0.0016542,0,0,0,0,0,0,0.00038669,0,0,0,0,4.9333e-05,0,0,0,0.00032533,0,0,0.00026667,0,0.022984,3.4332e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6743e-06,0.00062267,0,0,0.00017287,0.0016127,0,0,0,0,5.0336e-05
